,bookwolf,cliffnotes,gradesaver,novelguide,pinkmonkey,sparknotes,thebestnotes
"anthem-chapter-1, sentence-66",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-67",,0.0,1.0,0.0,,1.0,
"anthem-chapter-1, sentence-68",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-69",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-70",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-71",,1.0,1.0,0.0,,1.0,
"anthem-chapter-1, sentence-72",,1.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-73",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-74",,1.0,1.0,1.0,,0.0,
"anthem-chapter-1, sentence-75",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-76",,0.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-77",,0.0,1.0,0.0,,0.0,
"anthem-chapter-1, sentence-78",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-79",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-80",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-81",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-82",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-83",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-84",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-85",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-86",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-87",,1.0,1.0,0.0,,1.0,
"anthem-chapter-1, sentence-88",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-89",,0.0,1.0,0.0,,0.0,
"anthem-chapter-1, sentence-90",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-91",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-92",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-93",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-94",,1.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-95",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-96",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-97",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-98",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-99",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-100",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-101",,0.0,1.0,0.0,,0.0,
"anthem-chapter-1, sentence-102",,0.0,1.0,1.0,,0.0,
"anthem-chapter-1, sentence-103",,1.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-104",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-105",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-106",,0.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-107",,0.0,1.0,1.0,,1.0,
"anthem-chapter-1, sentence-108",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-109",,1.0,1.0,1.0,,0.0,
"anthem-chapter-1, sentence-110",,1.0,1.0,1.0,,0.0,
"anthem-chapter-1, sentence-111",,0.0,0.0,0.0,,0.0,
"anthem-chapter-1, sentence-112",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-0",,1.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-1",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-2",,0.0,1.0,0.0,,0.0,
"anthem-chapter-2, sentence-3",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-4",,1.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-6",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-7",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-8",,1.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-10",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-11",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-12",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-13",,1.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-14",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-15",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-16",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-17",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-18",,0.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-19",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-20",,0.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-21",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-22",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-23",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-24",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-25",,1.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-26",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-27",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-28",,1.0,0.0,1.0,,1.0,
"anthem-chapter-2, sentence-29",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-30",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-31",,1.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-32",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-33",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-34",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-35",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-36",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-37",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-38",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-39",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-40",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-41",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-42",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-43",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-44",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-45",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-46",,0.0,0.0,1.0,,0.0,
"anthem-chapter-2, sentence-47",,0.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-48",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-49",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-50",,0.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-51",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-52",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-53",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-54",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-55",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-56",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-57",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-58",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-59",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-60",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-61",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-62",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-63",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-64",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-65",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-66",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-67",,0.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-68",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-69",,1.0,1.0,0.0,,0.0,
"anthem-chapter-2, sentence-70",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-71",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-72",,1.0,0.0,1.0,,1.0,
"anthem-chapter-2, sentence-73",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-74",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-75",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-76",,1.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-77",,1.0,0.0,1.0,,1.0,
"anthem-chapter-2, sentence-78",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-79",,1.0,0.0,0.0,,1.0,
"anthem-chapter-2, sentence-80",,0.0,0.0,0.0,,0.0,
"anthem-chapter-2, sentence-81",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-82",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-83",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-84",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-85",,1.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-86",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-87",,0.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-88",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-89",,0.0,1.0,0.0,,1.0,
"anthem-chapter-2, sentence-90",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-91",,1.0,1.0,1.0,,1.0,
"anthem-chapter-2, sentence-92",,1.0,1.0,1.0,,1.0,
"anthem-chapter-3, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-3, sentence-1",,0.0,0.0,0.0,,0.0,
"anthem-chapter-3, sentence-2",,0.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-3",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-4",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-5",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-6",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-7",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-8",,1.0,1.0,0.0,,1.0,
"anthem-chapter-3, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-3, sentence-10",,1.0,1.0,0.0,,1.0,
"anthem-chapter-4, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-4, sentence-1",,1.0,1.0,0.0,,1.0,
"anthem-chapter-4, sentence-2",,1.0,1.0,1.0,,1.0,
"anthem-chapter-4, sentence-3",,0.0,0.0,0.0,,0.0,
"anthem-chapter-4, sentence-4",,0.0,1.0,1.0,,1.0,
"anthem-chapter-4, sentence-5",,0.0,1.0,1.0,,0.0,
"anthem-chapter-4, sentence-6",,1.0,0.0,0.0,,0.0,
"anthem-chapter-4, sentence-7",,1.0,1.0,0.0,,1.0,
"anthem-chapter-4, sentence-8",,1.0,1.0,1.0,,1.0,
"anthem-chapter-4, sentence-9",,1.0,1.0,0.0,,1.0,
"anthem-chapter-4, sentence-10",,1.0,1.0,0.0,,1.0,
"anthem-chapter-4, sentence-11",,1.0,1.0,1.0,,0.0,
"anthem-chapter-4, sentence-12",,0.0,0.0,0.0,,0.0,
"anthem-chapter-4, sentence-13",,0.0,1.0,0.0,,0.0,
"anthem-chapter-5, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-1",,1.0,1.0,0.0,,1.0,
"anthem-chapter-5, sentence-2",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-3",,0.0,0.0,0.0,,1.0,
"anthem-chapter-5, sentence-4",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-6",,0.0,0.0,0.0,,1.0,
"anthem-chapter-5, sentence-7",,0.0,0.0,0.0,,0.0,
"anthem-chapter-5, sentence-8",,0.0,1.0,0.0,,1.0,
"anthem-chapter-5, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-10",,0.0,1.0,0.0,,0.0,
"anthem-chapter-5, sentence-11",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-12",,1.0,1.0,0.0,,1.0,
"anthem-chapter-5, sentence-13",,1.0,1.0,1.0,,1.0,
"anthem-chapter-5, sentence-14",,1.0,1.0,0.0,,0.0,
"anthem-chapter-5, sentence-15",,0.0,0.0,0.0,,0.0,
"anthem-chapter-6, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-1",,1.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-2",,1.0,0.0,0.0,,1.0,
"anthem-chapter-6, sentence-3",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-4",,0.0,0.0,0.0,,0.0,
"anthem-chapter-6, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-6",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-7",,1.0,1.0,0.0,,1.0,
"anthem-chapter-6, sentence-8",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-10",,1.0,1.0,0.0,,1.0,
"anthem-chapter-6, sentence-11",,0.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-12",,1.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-13",,1.0,0.0,1.0,,1.0,
"anthem-chapter-6, sentence-14",,1.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-15",,1.0,1.0,0.0,,1.0,
"anthem-chapter-6, sentence-16",,0.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-17",,0.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-18",,0.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-19",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-20",,0.0,0.0,0.0,,0.0,
"anthem-chapter-6, sentence-21",,0.0,0.0,0.0,,0.0,
"anthem-chapter-6, sentence-22",,1.0,1.0,0.0,,0.0,
"anthem-chapter-6, sentence-23",,1.0,1.0,1.0,,1.0,
"anthem-chapter-6, sentence-24",,1.0,1.0,0.0,,1.0,
"anthem-chapter-6, sentence-25",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-1",,0.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-2",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-3",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-4",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-5",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-6",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-7",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-8",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-10",,0.0,1.0,1.0,,0.0,
"anthem-chapter-7, sentence-11",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-12",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-13",,0.0,0.0,1.0,,1.0,
"anthem-chapter-7, sentence-14",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-15",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-16",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-17",,1.0,0.0,0.0,,1.0,
"anthem-chapter-7, sentence-18",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-19",,1.0,0.0,0.0,,1.0,
"anthem-chapter-7, sentence-20",,0.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-21",,0.0,0.0,0.0,,0.0,
"anthem-chapter-7, sentence-22",,1.0,0.0,0.0,,1.0,
"anthem-chapter-7, sentence-23",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-24",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-25",,0.0,0.0,0.0,,1.0,
"anthem-chapter-7, sentence-26",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-27",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-28",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-29",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-30",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-31",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-32",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-33",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-34",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-35",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-36",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-37",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-38",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-39",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-40",,0.0,0.0,0.0,,0.0,
"anthem-chapter-7, sentence-41",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-42",,1.0,0.0,0.0,,0.0,
"anthem-chapter-7, sentence-43",,1.0,1.0,1.0,,1.0,
"anthem-chapter-7, sentence-44",,1.0,0.0,0.0,,1.0,
"anthem-chapter-7, sentence-45",,1.0,1.0,0.0,,1.0,
"anthem-chapter-7, sentence-46",,1.0,1.0,0.0,,1.0,
"anthem-chapter-8, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-1",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-2",,1.0,1.0,0.0,,1.0,
"anthem-chapter-8, sentence-3",,1.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-4",,0.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-6",,0.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-7",,0.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-8",,0.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-9",,1.0,1.0,0.0,,1.0,
"anthem-chapter-8, sentence-10",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-11",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-12",,0.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-13",,0.0,0.0,0.0,,0.0,
"anthem-chapter-8, sentence-14",,1.0,1.0,1.0,,1.0,
"anthem-chapter-8, sentence-15",,0.0,0.0,0.0,,0.0,
"anthem-chapter-9, sentence-0",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-1",,0.0,0.0,0.0,,0.0,
"anthem-chapter-9, sentence-2",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-3",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-4",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-5",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-6",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-7",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-8",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-9",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-10",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-11",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-12",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-13",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-14",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-15",,1.0,0.0,0.0,,0.0,
"anthem-chapter-9, sentence-16",,0.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-17",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-18",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-19",,1.0,1.0,0.0,,1.0,
"anthem-chapter-9, sentence-20",,0.0,0.0,0.0,,1.0,
"anthem-chapter-9, sentence-21",,1.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-22",,0.0,0.0,0.0,,0.0,
"anthem-chapter-9, sentence-23",,0.0,1.0,0.0,,0.0,
"anthem-chapter-9, sentence-24",,0.0,1.0,1.0,,1.0,
"anthem-chapter-9, sentence-25",,1.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-0",,1.0,0.0,0.0,,1.0,
"anthem-chapter-10, sentence-1",,0.0,0.0,0.0,,1.0,
"anthem-chapter-10, sentence-2",,1.0,0.0,0.0,,1.0,
"anthem-chapter-10, sentence-3",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-4",,0.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-6",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-7",,1.0,0.0,0.0,,1.0,
"anthem-chapter-10, sentence-8",,0.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-9",,1.0,1.0,0.0,,1.0,
"anthem-chapter-10, sentence-10",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-11",,1.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-12",,0.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-13",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-14",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-15",,1.0,1.0,0.0,,1.0,
"anthem-chapter-10, sentence-16",,1.0,1.0,0.0,,1.0,
"anthem-chapter-10, sentence-17",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-18",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-19",,0.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-20",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-21",,0.0,0.0,0.0,,0.0,
"anthem-chapter-10, sentence-22",,0.0,0.0,0.0,,1.0,
"anthem-chapter-10, sentence-23",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-24",,0.0,1.0,0.0,,0.0,
"anthem-chapter-10, sentence-25",,1.0,1.0,0.0,,1.0,
"anthem-chapter-10, sentence-26",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-27",,1.0,1.0,1.0,,1.0,
"anthem-chapter-10, sentence-28",,1.0,1.0,0.0,,0.0,
"anthem-chapter-11, sentence-0",,1.0,1.0,1.0,,1.0,
"anthem-chapter-11, sentence-1",,0.0,0.0,0.0,,0.0,
"anthem-chapter-11, sentence-2",,1.0,1.0,1.0,,1.0,
"anthem-chapter-11, sentence-3",,0.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-4",,1.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-5",,1.0,1.0,1.0,,1.0,
"anthem-chapter-11, sentence-6",,1.0,1.0,1.0,,1.0,
"anthem-chapter-11, sentence-7",,1.0,1.0,1.0,,1.0,
"anthem-chapter-11, sentence-8",,1.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-9",,0.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-10",,0.0,0.0,0.0,,0.0,
"anthem-chapter-11, sentence-11",,1.0,0.0,0.0,,1.0,
"anthem-chapter-11, sentence-12",,1.0,0.0,0.0,,1.0,
"anthem-chapter-11, sentence-13",,0.0,0.0,0.0,,0.0,
"anthem-chapter-11, sentence-14",,0.0,0.0,1.0,,1.0,
"anthem-chapter-11, sentence-15",,1.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-16",,1.0,0.0,1.0,,1.0,
"anthem-chapter-11, sentence-17",,1.0,1.0,0.0,,1.0,
"anthem-chapter-11, sentence-18",,0.0,0.0,1.0,,1.0,
"anthem-chapter-12, sentence-0",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-1",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-2",,1.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-3",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-4",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-5",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-6",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-7",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-8",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-9",,1.0,0.0,0.0,,1.0,
"anthem-chapter-12, sentence-10",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-11",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-12",,1.0,0.0,0.0,,1.0,
"anthem-chapter-12, sentence-13",,1.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-14",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-15",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-16",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-17",,0.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-18",,1.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-19",,1.0,1.0,1.0,,0.0,
"anthem-chapter-12, sentence-20",,1.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-21",,1.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-22",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-23",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-24",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-25",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-26",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-27",,0.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-28",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-29",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-30",,0.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-31",,0.0,1.0,0.0,,0.0,
"anthem-chapter-12, sentence-32",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-33",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-34",,1.0,1.0,1.0,,1.0,
"anthem-chapter-12, sentence-35",,1.0,1.0,0.0,,1.0,
"anthem-chapter-12, sentence-36",,1.0,0.0,0.0,,0.0,
"anthem-chapter-12, sentence-37",,0.0,0.0,0.0,,0.0,
"ethan-frome-chapter-1, sentence-0",,,,0.0,1.0,0.0,
"ethan-frome-chapter-1, sentence-1",,,,1.0,1.0,0.0,
"ethan-frome-chapter-1, sentence-2",,,,1.0,1.0,1.0,
"ethan-frome-chapter-1, sentence-3",,,,0.0,0.0,0.0,
"ethan-frome-chapter-1, sentence-4",,,,0.0,0.0,0.0,
